iter	Logloss
163	0.01066007186
164	0.01050208892
165	0.01039779487
166	0.01026766686
167	0.01020995783
168	0.009982733985
169	0.009860170785
170	0.009718486621
171	0.009594557786
172	0.009510147724
173	0.009411079638
174	0.009254385998
175	0.009184115054
176	0.009086340595
177	0.00898488867
178	0.008900352648
179	0.008834585428
180	0.008652674548
181	0.008583593909
182	0.008537965363
183	0.008371293549
184	0.008290457083
185	0.008225775537
186	0.008118061787
187	0.007973994925
188	0.007906555188
189	0.007812834277
190	0.007697078692
191	0.007592520759
192	0.007467056646
193	0.007366568961
194	0.007272715194
195	0.007196726613
196	0.007112045846
197	0.007002543677
198	0.006887111073
199	0.006838143105
200	0.006765138402
201	0.006631918016
202	0.006559087334
203	0.00649882786
204	0.006450659039
205	0.006357291626
206	0.006269376922
207	0.006174023142
208	0.006095316182
209	0.006027286412
210	0.005939957233
211	0.005817171659
212	0.005721679314
213	0.005647121154
214	0.00558490164
215	0.005511330692
216	0.005467693976
217	0.005407508783
218	0.005340028403
219	0.005301542445
220	0.005261636805
221	0.005224879292
222	0.005189563916
223	0.005149978839
224	0.00506389709
225	0.005017283542
226	0.004975278824
227	0.004914132485
228	0.004861444824
229	0.004818286196
230	0.004765052426
231	0.004689687721
232	0.004649069553
233	0.004592720669
234	0.004566108626
235	0.004511917506
236	0.004479420744
237	0.004404831224
238	0.00435077195
239	0.004311105129
240	0.004264519076
241	0.004236383508
242	0.004200063699
243	0.00415431288
244	0.004094083258
245	0.004061024686
246	0.004005812335
247	0.00394304406
248	0.003896426594
249	0.003847524672
250	0.003809122174
251	0.003755882266
252	0.003693806083
253	0.00365591776
254	0.003616962626
255	0.003591397614
256	0.003547238867
257	0.003505430719
258	0.003480290298
259	0.003466845393
260	0.003438333088
261	0.003397493552
262	0.003374524668
263	0.00334189096
264	0.003308554895
265	0.00328395994
266	0.003257284998
267	0.003213757791
268	0.003180287532
269	0.003147526244
270	0.003123073916
271	0.003093734305
272	0.003060377132
273	0.00303535751
274	0.003000679061
275	0.002950589053
276	0.002934201133
277	0.002903038258
278	0.002873879917
279	0.002861300322
280	0.002852160275
281	0.002823882407
282	0.002805616025
283	0.002788983894
284	0.002780406765
285	0.002760322646
286	0.002740410911
287	0.002706605029
288	0.0026858673
289	0.002661616904
290	0.002640021274
291	0.002589347793
292	0.002563838875
293	0.002536409679
294	0.002517315441
295	0.00249526749
296	0.002462863895
297	0.002447897208
298	0.002425581222
299	0.002410383221
300	0.002396082946
301	0.002372967881
302	0.002351405226
303	0.002326933736
304	0.002304463854
305	0.00228264526
306	0.002255580058
307	0.002231710076
308	0.002210956518
309	0.002192097976
310	0.002172384071
311	0.002151766028
312	0.002121276993
313	0.002108670674
314	0.002078091311
315	0.002045496741
316	0.002032574458
317	0.002017981941
318	0.002002080405
319	0.001995926435
320	0.001968715395
321	0.001949745606
322	0.001931762755
323	0.001908150768
324	0.00189590408
325	0.001870409771
326	0.001857070205
327	0.001836372301
328	0.001819029029
329	0.001800700207
330	0.001791636236
331	0.001780219708
332	0.001754606915
333	0.00174141795
334	0.001729021131
335	0.001715594715
336	0.001688536584
337	0.001672128129
338	0.00165347337
339	0.001636923382
340	0.001625158664
341	0.001614252369
342	0.001607378629
343	0.00158850039
344	0.001573885805
345	0.001563183662
346	0.001548396456
347	0.001536482975
348	0.001520623789
349	0.001512872979
350	0.001502598701
351	0.001491175864
352	0.001481913326
353	0.001470943025
354	0.0014605397
355	0.001446276624
356	0.001433383863
357	0.001416127715
358	0.001403685761
359	0.001395970801
360	0.001380576388
361	0.001370660992
362	0.00136293078
363	0.001348725834
364	0.001338874373
365	0.001332247344
366	0.00131585662
367	0.001308043686
368	0.001298961114
369	0.001285891174
370	0.001276234414
371	0.001268945749
372	0.001259207481
373	0.001248528239
374	0.001239679328
375	0.001232764133
376	0.001226348659
377	0.001215393329
378	0.001207895139
379	0.001197631622
380	0.001189372322
381	0.001186170461
382	0.001172198348
383	0.001163878909
384	0.0011619554
385	0.00115246598
386	0.001146895611
387	0.001139154594
388	0.001129669786
389	0.001119416808
390	0.001107000814
391	0.001095351458
392	0.0010861156
393	0.001075383406
394	0.001071810555
395	0.001062133857
396	0.001053339024
397	0.001050994149
398	0.00104367474
399	0.001039067655
400	0.00103051124
401	0.001028458448
402	0.001020238184
403	0.001013330825
404	0.001008424387
405	0.001002941701
406	0.001000706666
407	0.0009928024049
408	0.0009886115726
409	0.0009853351043
410	0.0009801211288
411	0.0009734154282
412	0.0009659670482
413	0.000964310081
414	0.0009562888114
415	0.0009513583841
416	0.00094378509
417	0.000937700093
418	0.0009323775865
419	0.0009281524364
420	0.0009228533596
421	0.0009190060998
422	0.0009118235875
423	0.0009061454056
424	0.0009005578518
425	0.0008994415239
426	0.0008956963336
427	0.0008945386222
428	0.0008928537416
429	0.0008859797589
430	0.0008806320547
431	0.0008721494462
432	0.0008704585492
433	0.0008665639593
434	0.0008602367343
435	0.0008540611792
436	0.0008483050254
437	0.0008425675123
438	0.0008361410861
439	0.0008289279383
440	0.0008290637278
441	0.0008248911928
442	0.0008184475949
443	0.000812037018
444	0.0008069583805
445	0.0008011987605
446	0.0007934340662
447	0.0007884587892
448	0.0007813630007
449	0.0007814097329
450	0.0007780009986
451	0.000772881925
452	0.0007677764552
453	0.0007609404219
454	0.0007530932084
455	0.0007463894285
456	0.0007409401508
457	0.0007390048888
458	0.0007337023459
459	0.0007337023459
460	0.0007281358432
461	0.0007249826036
462	0.0007234786357
463	0.0007219425568
464	0.0007207491729
465	0.0007206913872
466	0.0007174635018
467	0.0007160041993
468	0.0007108721134
469	0.0007108012454
470	0.0007058158626
471	0.0007010603634
472	0.0006974533666
473	0.0006927649194
474	0.0006912358682
475	0.0006878137081
476	0.0006840032402
477	0.0006794774466
478	0.0006795009526
479	0.0006762102382
480	0.0006762102382
481	0.0006762285674
482	0.0006762285674
483	0.0006712806886
484	0.0006664469694
485	0.0006638411551
486	0.0006629813651
487	0.0006631324755
488	0.0006603776177
489	0.0006564001588
490	0.0006564001588
491	0.0006539292626
492	0.0006492894303
493	0.0006483259936
494	0.000648396092
495	0.000645201615
496	0.0006406361549
497	0.0006406361549
498	0.000636486567
499	0.0006313773194
500	0.0006314806481
501	0.0006273301182
502	0.0006260622221
503	0.0006261566661
504	0.0006244233043
505	0.0006197757828
506	0.0006164277088
507	0.000612254328
508	0.0006078031801
509	0.0006037665426
510	0.0006037665426
511	0.0006025774579
512	0.0006025774579
513	0.0006009007625
514	0.0006008902687
515	0.000600891388
516	0.0005968903531
517	0.0005956732151
518	0.0005956732151
519	0.0005941994629
520	0.0005916570628
521	0.0005916570628
522	0.0005906602241
523	0.0005905954425
524	0.0005875881045
525	0.0005874740022
526	0.0005865103175
527	0.0005865823048
528	0.0005863778161
529	0.0005863916679
530	0.0005830759878
531	0.0005795944616
532	0.0005760202435
533	0.0005759247502
534	0.0005724116059
535	0.0005715220135
536	0.0005714272897
537	0.0005714933305
538	0.0005703659174
539	0.0005703182057
540	0.0005702349201
541	0.0005704958304
542	0.0005704977193
543	0.000567736419
544	0.0005667054475
545	0.0005667379082
546	0.0005667875788
547	0.0005630765219
548	0.0005587760646
549	0.0005587760646
550	0.0005579536674
551	0.0005546424583
552	0.000551630112
553	0.0005504575375
554	0.0005504575375
555	0.0005504575375
556	0.0005504575375
557	0.0005503873691
558	0.0005503828568
559	0.0005503962888
560	0.0005503962888
561	0.0005497498055
562	0.0005497498055
563	0.0005487764028
564	0.000547808527
565	0.0005466792918
566	0.0005466792918
567	0.0005421238326
568	0.0005384288343
569	0.0005330014854
570	0.0005330014854
571	0.0005331190157
572	0.0005331190157
573	0.0005330043887
574	0.0005317166626
575	0.0005305536343
576	0.0005306677716
577	0.00052615223
578	0.0005217668812
579	0.0005219011666
580	0.0005219011666
581	0.0005219011666
582	0.0005219011666
583	0.0005207167691
584	0.0005206395699
585	0.0005206395699
586	0.0005172011444
587	0.0005172011444
588	0.0005164576605
589	0.0005153162175
590	0.0005120291766
591	0.0005121153655
592	0.0005092134518
593	0.0005082988493
594	0.0005082988493
595	0.0005083298059
596	0.0005083298059
597	0.0005082731045
598	0.0005083423984
599	0.0005082528865
600	0.0005057404668
601	0.0005043980299
602	0.0005043980299
603	0.0005043584334
604	0.0005035392925
605	0.00050356878
606	0.00050356878
607	0.00050356878
608	0.00050356878
609	0.0005035941399
610	0.0005035806729
611	0.0005034576509
612	0.0005034576509
613	0.0005029537429
614	0.0005029537429
615	0.0005028361427
616	0.0005029473068
617	0.0005022953985
618	0.0005022953985
619	0.0005022036129
620	0.0005022036129
621	0.0005022036129
622	0.0005022036129
623	0.0005023476575
624	0.0005023476575
625	0.000502205117
626	0.0005016130582
627	0.0005016082311
628	0.000500822419
629	0.0005006093604
630	0.0005006604651
631	0.0005006477676
632	0.000499778813
633	0.0004997896566
634	0.0004997154306
635	0.0004997878377
636	0.0004996661798
637	0.0004996661798
638	0.0004996706572
639	0.0004990536931
640	0.0004992260709
641	0.0004990115781
642	0.0004979113757
643	0.0004979458653
644	0.0004947520466
645	0.0004946594565
646	0.000494731094
647	0.0004942389996
648	0.0004941004817
649	0.0004941993681
650	0.0004941528107
651	0.0004941528107
652	0.0004942699562
653	0.0004942726146
654	0.0004930516988
655	0.0004930516988
656	0.0004931688443
657	0.000493213233
658	0.000493213233
659	0.0004931715028
660	0.0004930079748
661	0.0004930079748
662	0.0004930079748
663	0.0004920130249
664	0.0004922178984
665	0.0004920995986
666	0.0004920555947
667	0.0004921451416
668	0.0004920276113
669	0.0004922891511
670	0.0004920204755
671	0.000492105545
672	0.0004922148552
673	0.0004921320243
674	0.0004921320243
675	0.0004921719706
676	0.0004920745884
677	0.0004922932087
678	0.0004920562593
679	0.0004921752937
680	0.000492029745
681	0.0004921188721
682	0.0004923077251
683	0.0004915141858
684	0.0004915141858
685	0.0004916354939
686	0.0004916003397
687	0.0004916003397
688	0.0004882146661
689	0.0004883000855
690	0.0004863585939
691	0.0004862399793
692	0.0004862399793
693	0.0004861537904
694	0.000486147774
695	0.0004860533999
696	0.0004857392163
697	0.0004857392163
698	0.0004856914696
699	0.0004856847536
700	0.0004856847536
701	0.0004856847536
702	0.0004855727151
703	0.0004856342785
704	0.0004855521822
705	0.0004856413444
706	0.000485616649
707	0.0004855822994
708	0.0004856087787
709	0.0004856087787
710	0.0004856438279
711	0.0004850133269
712	0.0004850133269
713	0.0004851554826
714	0.0004851554826
715	0.0004851599599
716	0.0004849375968
717	0.0004849375968
718	0.0004851767849
719	0.0004851767849
720	0.0004851767849
721	0.0004851767849
722	0.0004851767849
723	0.0004851767849
724	0.0004850402609
725	0.0004842586145
726	0.0004842586145
727	0.0004842586145
728	0.0004842586145
729	0.0004843582354
730	0.0004842178987
731	0.0004843477767
732	0.0004831642918
733	0.0004830761441
734	0.0004830761441
735	0.0004830761441
736	0.0004829813503
737	0.000483094823
738	0.0004830524981
739	0.0004830524981
740	0.000482845421
741	0.0004830648108
742	0.0004830648108
